SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
IBULHSGFIN, N4, 10-Jun-2019, 1171.01, 1071.00, 1222.00, 1071.00, 1220.00, 1220.00, 1185.28, 46, 0.55, 7, 29, 63.04
IBULHSGFIN, N6, 10-Jun-2019, 985.00, 985.00, 985.00, 980.00, 980.00, 980.00, 983.75, 80, 0.79, 6, 80, 100.00
IBULHSGFIN, NA, 10-Jun-2019, 859.09, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 2, 0.02, 2, 2, 100.00
IBULISL, EQ, 10-Jun-2019, 273.70, 281.00, 281.00, 249.90, 255.00, 253.20, 260.13, 111973, 291.27, 2196, 63998, 57.15
IBVENTURES, E3, 10-Jun-2019, 170.00, 170.00, 171.90, 166.00, 167.00, 167.00, 167.08, 374519, 625.74, 127, 353813, 94.47
IBVENTURES, EQ, 10-Jun-2019, 298.05, 301.45, 303.95, 285.40, 287.20, 288.65, 291.28, 811285, 2363.14, 9780, 584225, 72.01
ICEMAKE, SM, 10-Jun-2019, 79.95, 77.00, 77.50, 77.00, 77.50, 77.50, 77.25, 4000, 3.09, 2, 4000, 100.00
ICFL, N1, 10-Jun-2019, 971.20, 990.00, 990.00, 971.20, 984.99, 984.99, 985.17, 70, 0.69, 3, 70, 100.00
ICFL, N2, 10-Jun-2019, 975.00, 925.25, 963.00, 925.25, 961.00, 961.00, 953.35, 170, 1.62, 7, 135, 79.41
ICFL, N3, 10-Jun-2019, 990.00, 990.00, 990.00, 985.00, 986.00, 986.00, 987.40, 50, 0.49, 4, 40, 80.00
ICFL, N4, 10-Jun-2019, 995.00, 966.11, 975.00, 966.11, 975.00, 975.00, 970.56, 2, 0.02, 2, 1, 50.00
ICFL, N6, 10-Jun-2019, 1000.00, 990.00, 999.95, 901.02, 999.95, 999.95, 974.65, 18, 0.18, 5, 14, 77.78
ICFL, N8, 10-Jun-2019, 958.00, 930.00, 949.00, 920.00, 930.00, 930.00, 930.28, 208, 1.93, 11, 178, 85.58
ICICI500, EQ, 10-Jun-2019, 155.74, 161.00, 161.00, 156.25, 156.83, 156.83, 156.93, 233, 0.37, 19, 157, 67.38
ICICIB22, EQ, 10-Jun-2019, 38.59, 38.75, 39.25, 38.30, 38.30, 38.58, 38.62, 354009, 136.71, 3707, 298585, 84.34
ICICIBANK, EQ, 10-Jun-2019, 416.60, 418.90, 422.75, 413.00, 416.10, 416.10, 417.03, 13074522, 54524.32, 148593, 5308196, 40.60
ICICIGI, EQ, 10-Jun-2019, 1191.70, 1199.10, 1236.80, 1181.00, 1190.00, 1189.60, 1202.62, 982236, 11812.60, 39967, 732764, 74.60
ICICIGOLD, EQ, 10-Jun-2019, 29.60, 30.90, 30.90, 29.45, 29.50, 29.50, 29.68, 5742, 1.70, 1193, 5390, 93.87
ICICILIQ, EQ, 10-Jun-2019, 999.99, 1000.00, 1000.01, 999.96, 1000.00, 999.99, 1000.00, 528704, 5287.01, 431, 31684, 5.99
ICICILOVOL, EQ, 10-Jun-2019, 91.47, 92.09, 92.09, 91.59, 91.59, 91.59, 92.03, 131, 0.12, 11, 131, 100.00
ICICIMCAP, EQ, 10-Jun-2019, 66.46, 68.00, 68.00, 66.51, 66.91, 66.90, 66.66, 49121, 32.74, 77, 49043, 99.84
ICICINF100, EQ, 10-Jun-2019, 126.32, 128.24, 128.24, 127.29, 127.34, 127.33, 127.86, 410, 0.52, 26, 284, 69.27
ICICINIFTY, EQ, 10-Jun-2019, 124.03, 123.51, 125.16, 123.51, 124.74, 124.68, 124.50, 83170, 103.55, 7223, 53471, 64.29
ICICINV20, EQ, 10-Jun-2019, 57.39, 58.00, 58.00, 57.40, 57.67, 57.67, 57.63, 7008, 4.04, 48, 6551, 93.48
ICICINXT50, EQ, 10-Jun-2019, 27.52, 28.00, 28.19, 27.45, 27.63, 27.58, 27.61, 56493, 15.60, 389, 54909, 97.20
ICICIPRULI, EQ, 10-Jun-2019, 385.55, 387.90, 390.00, 375.30, 378.65, 379.00, 380.59, 2072780, 7888.88, 25898, 1052276, 50.77
ICICISENSX, EQ, 10-Jun-2019, 418.22, 421.00, 429.00, 420.05, 420.35, 420.35, 424.18, 176, 0.75, 15, 116, 65.91
ICIL, EQ, 10-Jun-2019, 37.35, 37.50, 38.00, 35.20, 36.00, 36.45, 36.79, 120802, 44.44, 748, 98005, 81.13
ICRA, EQ, 10-Jun-2019, 2944.20, 2942.95, 2969.95, 2942.95, 2968.00, 2949.90, 2950.24, 276, 8.14, 65, 219, 79.35
ICSA, BE, 10-Jun-2019, 0.50, 0.50, 0.55, 0.45, 0.55, 0.55, 0.50, 3504, 0.02, 10, -, -
IDBI, EQ, 10-Jun-2019, 36.70, 37.25, 37.85, 36.10, 36.55, 36.45, 36.77, 4961706, 1824.58, 9370, 588045, 11.85
IDBIGOLD, EQ, 10-Jun-2019, 2991.00, 3024.00, 3024.00, 2977.05, 2981.00, 2980.65, 2987.88, 145, 4.33, 25, 93, 64.14
IDEA, EQ, 10-Jun-2019, 13.40, 13.30, 13.55, 12.65, 12.80, 12.80, 13.01, 49800929, 6479.67, 26337, 12391681, 24.88
IDFC, EQ, 10-Jun-2019, 36.35, 36.50, 36.85, 35.40, 36.10, 36.00, 35.97, 4941709, 1777.64, 11650, 1873865, 37.92
IDFCFIRSTB, EQ, 10-Jun-2019, 42.55, 42.75, 43.25, 42.00, 42.20, 42.20, 42.40, 9677602, 4103.33, 14391, 4279887, 44.22
IDFCFIRSTB, N1, 10-Jun-2019, 5000.00, 5000.00, 5007.50, 4990.00, 4995.02, 4995.02, 4998.92, 36, 1.80, 12, 36, 100.00
IDFCFIRSTB, N2, 10-Jun-2019, 9333.00, 9333.00, 9335.05, 9333.00, 9335.05, 9335.05, 9333.41, 10, 0.93, 3, 10, 100.00
IDFCFIRSTB, N3, 10-Jun-2019, 4968.00, 4970.00, 4970.00, 4970.00, 4970.00, 4970.00, 4970.00, 4, 0.20, 1, 4, 100.00
IDFCFIRSTB, N4, 10-Jun-2019, 8885.00, 8830.02, 8885.00, 8830.02, 8885.00, 8885.00, 8870.50, 10, 0.89, 5, 8, 80.00
IDFCFIRSTB, N6, 10-Jun-2019, 8985.00, 8981.00, 8981.00, 8981.00, 8981.00, 8981.00, 8981.00, 2, 0.18, 1, 2, 100.00
IDFCFIRSTB, NB, 10-Jun-2019, 4951.00, 4951.00, 4951.00, 4951.00, 4951.00, 4951.00, 4951.00, 4, 0.20, 1, 4, 100.00
IDFCFIRSTB, NC, 10-Jun-2019, 8630.00, 8625.00, 8630.00, 8551.05, 8630.00, 8630.00, 8614.05, 20, 1.72, 9, 18, 90.00
IDFCFIRSTB, NE, 10-Jun-2019, 8400.00, 8400.00, 8400.00, 8350.12, 8350.12, 8350.12, 8375.06, 8, 0.67, 2, 8, 100.00
IDFNIFTYET, EQ, 10-Jun-2019, 117.80, 119.80, 122.90, 117.02, 119.00, 119.00, 119.85, 49, 0.06, 16, 30, 61.22
IEX, EQ, 10-Jun-2019, 149.65, 151.00, 151.35, 147.10, 147.95, 147.60, 148.53, 23362, 34.70, 1051, 17949, 76.83
IFBAGRO, EQ, 10-Jun-2019, 407.80, 409.05, 410.00, 400.00, 402.00, 401.35, 406.71, 2294, 9.33, 129, 1610, 70.18
IFBIND, EQ, 10-Jun-2019, 758.60, 761.10, 792.00, 761.10, 775.00, 777.25, 777.66, 17875, 139.01, 1356, 7147, 39.98
IFCI, EQ, 10-Jun-2019, 9.00, 9.10, 9.20, 8.70, 8.90, 8.95, 8.91, 4912298, 437.82, 3467, 1658141, 33.75
IFCI, NH, 10-Jun-2019, 1015.00, 1016.00, 1016.90, 1016.00, 1016.90, 1016.90, 1016.65, 389, 3.95, 4, 389, 100.00
IFCI, NL, 10-Jun-2019, 974.00, 979.99, 979.99, 978.00, 978.00, 978.00, 978.57, 35, 0.34, 2, 35, 100.00
IFGLEXPOR, EQ, 10-Jun-2019, 213.45, 209.00, 212.95, 201.65, 209.00, 209.55, 206.83, 2361, 4.88, 226, 314, 13.30
IGARASHI, EQ, 10-Jun-2019, 232.55, 231.00, 234.85, 215.50, 216.50, 218.20, 221.22, 20063, 44.38, 1456, 13186, 65.72
IGL, EQ, 10-Jun-2019, 336.30, 338.95, 342.80, 336.50, 340.00, 340.45, 340.13, 1079969, 3673.26, 28921, 388178, 35.94
IGPL, EQ, 10-Jun-2019, 313.90, 321.00, 321.00, 284.00, 286.00, 286.60, 296.36, 74370, 220.41, 2377, 42289, 56.86
IIFCL, N4, 10-Jun-2019, 1258.05, 1258.00, 1282.49, 1255.00, 1277.90, 1277.90, 1278.59, 1185, 15.15, 22, 1180, 99.58
IIFL, BE, 10-Jun-2019, 170.50, 172.60, 172.60, 162.10, 168.40, 168.95, 169.79, 251233, 426.57, 6892, -, -
IIFLFIN, ND, 10-Jun-2019, 969.00, 969.00, 970.00, 969.00, 969.00, 969.00, 969.10, 60, 0.58, 4, 60, 100.00
IIFLFIN, NE, 10-Jun-2019, 963.01, 980.00, 980.00, 980.00, 980.00, 980.00, 980.00, 100, 0.98, 1, 100, 100.00
IIFLFIN, NF, 10-Jun-2019, 980.00, 976.25, 976.25, 975.01, 975.01, 975.01, 975.72, 100, 0.98, 5, 100, 100.00
IIFLFIN, NG, 10-Jun-2019, 980.00, 980.00, 980.01, 980.00, 980.00, 980.00, 980.00, 293, 2.87, 5, 293, 100.00
IIFLFIN, NH, 10-Jun-2019, 920.00, 955.00, 955.00, 938.00, 938.00, 938.16, 942.26, 35, 0.33, 10, 33, 94.29
IIHFL, N2, 10-Jun-2019, 1006.40, 1006.00, 1008.80, 1006.00, 1008.00, 1007.57, 1007.72, 614, 6.19, 30, 524, 85.34
IIHFL, N3, 10-Jun-2019, 1805.00, 1810.00, 1818.00, 1810.00, 1810.00, 1810.00, 1811.48, 135, 2.45, 5, 135, 100.00
IITL, EQ, 10-Jun-2019, 75.00, 75.10, 78.80, 75.00, 76.40, 76.40, 76.31, 9228, 7.04, 162, 1, 0.01
IL&FSENGG, BZ, 10-Jun-2019, 6.60, 6.90, 6.90, 6.60, 6.90, 6.90, 6.89, 26827, 1.85, 40, -, -
IL&FSTRANS, BZ, 10-Jun-2019, 3.50, 3.65, 3.65, 3.60, 3.65, 3.65, 3.65, 19912, 0.73, 51, -, -
IMFA, EQ, 10-Jun-2019, 208.55, 210.00, 211.20, 205.05, 207.00, 206.35, 206.86, 9757, 20.18, 386, 5347, 54.80
IMPAL, EQ, 10-Jun-2019, 874.80, 861.00, 872.00, 852.50, 869.80, 868.70, 859.98, 1326, 11.40, 127, 750, 56.56
IMPEXFERRO, BE, 10-Jun-2019, 0.50, 0.45, 0.55, 0.45, 0.45, 0.45, 0.48, 1232, 0.01, 9, -, -
INDBANK, EQ, 10-Jun-2019, 8.60, 8.85, 8.90, 8.40, 8.60, 8.60, 8.63, 20144, 1.74, 155, 11026, 54.74
INDHOTEL, EQ, 10-Jun-2019, 149.40, 149.15, 149.70, 146.20, 146.70, 146.55, 147.64, 732815, 1081.94, 17358, 602529, 82.22
INDIACEM, EQ, 10-Jun-2019, 98.00, 98.20, 100.05, 95.10, 97.80, 97.50, 96.80, 8131104, 7870.91, 29783, 1101048, 13.54
INDIAGLYCO, EQ, 10-Jun-2019, 258.80, 259.00, 261.05, 249.00, 249.10, 250.75, 252.78, 38369, 96.99, 2310, 19240, 50.14
INDIANB, EQ, 10-Jun-2019, 266.60, 270.00, 272.35, 261.65, 262.00, 263.05, 265.63, 1140597, 3029.77, 12320, 103597, 9.08
INDIANCARD, BE, 10-Jun-2019, 104.95, 104.95, 110.00, 104.05, 104.05, 104.05, 109.77, 642, 0.70, 7, -, -
INDIANHUME, EQ, 10-Jun-2019, 287.35, 287.90, 288.85, 285.10, 288.00, 287.70, 286.74, 7338, 21.04, 380, 4176, 56.91
INDIGO, EQ, 10-Jun-2019, 1661.20, 1664.15, 1673.00, 1650.00, 1659.00, 1657.50, 1659.06, 659669, 10944.30, 24603, 68864, 10.44
INDIGRID, IV, 10-Jun-2019, 85.93, 85.90, 86.20, 85.75, 85.75, 85.79, 85.85, 137781, 118.28, 25, 132678, 96.30
INDLMETER, EQ, 10-Jun-2019, 34.80, 35.00, 35.90, 35.00, 35.80, 35.80, 35.59, 2190, 0.78, 22, 1745, 79.68
INDNIPPON, EQ, 10-Jun-2019, 427.65, 426.25, 429.90, 423.00, 423.15, 426.25, 425.62, 1224, 5.21, 91, 760, 62.09
INDOCO, EQ, 10-Jun-2019, 173.35, 174.60, 175.50, 170.00, 171.25, 172.65, 172.48, 5767, 9.95, 311, 3336, 57.85
INDORAMA, EQ, 10-Jun-2019, 28.20, 28.35, 28.40, 27.20, 28.30, 28.15, 28.03, 2818, 0.79, 46, 2483, 88.11
INDOSOLAR, BE, 10-Jun-2019, 1.55, 1.55, 1.55, 1.50, 1.50, 1.50, 1.51, 203031, 3.07, 79, -, -
INDOSTAR, EQ, 10-Jun-2019, 375.10, 379.00, 382.45, 370.60, 373.20, 374.40, 375.05, 13126, 49.23, 754, 8348, 63.60
INDOTECH, EQ, 10-Jun-2019, 98.95, 97.95, 101.05, 97.20, 97.20, 98.05, 99.29, 5873, 5.83, 84, 5118, 87.14
INDOTHAI, EQ, 10-Jun-2019, 29.95, 30.45, 30.45, 29.00, 29.55, 29.55, 29.56, 9658, 2.85, 120, 5902, 61.11
INDOWIND, EQ, 10-Jun-2019, 4.55, 4.80, 4.80, 4.50, 4.50, 4.55, 4.52, 17160, 0.78, 31, 16704, 97.34
INDRAMEDCO, EQ, 10-Jun-2019, 39.45, 39.50, 39.50, 38.80, 38.85, 38.90, 39.01, 20116, 7.85, 167, 16703, 83.03
INDSWFTLAB, EQ, 10-Jun-2019, 35.60, 35.95, 36.35, 35.20, 36.00, 36.20, 36.05, 28022, 10.10, 379, 11676, 41.67
INDSWFTLTD, BE, 10-Jun-2019, 5.00, 5.05, 5.05, 4.75, 5.05, 5.05, 4.94, 2063, 0.10, 12, -, -
INDTERRAIN, EQ, 10-Jun-2019, 110.65, 113.75, 113.75, 108.00, 110.25, 109.95, 109.63, 4353, 4.77, 113, 2487, 57.13
INDUSINDBK, EQ, 10-Jun-2019, 1552.20, 1564.00, 1585.10, 1536.15, 1551.00, 1551.65, 1563.38, 3211040, 50200.77, 131357, 735396, 22.90
INEOSSTYRO, EQ, 10-Jun-2019, 495.65, 495.05, 502.40, 490.00, 494.00, 492.05, 494.83, 1087, 5.38, 117, 761, 70.01
INFIBEAM, EQ, 10-Jun-2019, 47.70, 48.00, 48.45, 44.75, 44.85, 44.95, 45.86, 5536606, 2539.21, 13550, 1485034, 26.82
INFOBEAN, SM, 10-Jun-2019, 69.00, 69.05, 69.05, 69.00, 69.00, 69.00, 69.03, 4000, 2.76, 2, 2000, 50.00
INFRABEES, EQ, 10-Jun-2019, 340.37, 347.00, 356.79, 336.12, 344.75, 344.07, 345.49, 3878, 13.40, 101, 2341, 60.37
INFRATEL, EQ, 10-Jun-2019, 279.65, 281.55, 288.50, 280.00, 280.95, 281.95, 285.21, 3384305, 9652.42, 35449, 757555, 22.38
INFY, EQ, 10-Jun-2019, 739.10, 740.10, 754.10, 740.10, 753.00, 753.50, 751.37, 4435148, 33324.38, 124012, 2155368, 48.60
INGERRAND, EQ, 10-Jun-2019, 620.05, 619.40, 625.00, 616.90, 617.10, 620.45, 620.89, 3916, 24.31, 352, 3124, 79.78
INNOVANA, SM, 10-Jun-2019, 285.55, 275.10, 275.10, 271.30, 271.30, 273.20, 273.20, 800, 2.19, 2, 800, 100.00
INOXLEISUR, EQ, 10-Jun-2019, 348.40, 350.00, 351.85, 328.00, 328.95, 329.55, 335.59, 485954, 1630.82, 27081, 313869, 64.59
INOXWIND, EQ, 10-Jun-2019, 70.55, 70.25, 71.50, 66.30, 67.30, 67.45, 68.24, 79671, 54.37, 1367, 37308, 46.83
INSECTICID, EQ, 10-Jun-2019, 690.50, 698.00, 698.00, 683.00, 683.00, 684.90, 687.23, 5543, 38.09, 463, 3734, 67.36
INSPIRISYS, EQ, 10-Jun-2019, 50.05, 50.00, 50.90, 48.40, 50.15, 49.65, 49.91, 1449, 0.72, 42, 1184, 81.71
INTEGRA, BE, 10-Jun-2019, 0.75, 0.80, 0.80, 0.70, 0.70, 0.70, 0.72, 500, 0.00, 2, -, -
INTELLECT, EQ, 10-Jun-2019, 265.55, 263.45, 269.00, 263.45, 265.20, 266.10, 266.74, 155591, 415.02, 4291, 68068, 43.75
INTENTECH, EQ, 10-Jun-2019, 33.30, 33.80, 33.80, 29.75, 31.00, 31.05, 30.56, 32419, 9.91, 219, 24279, 74.89
INVENTURE, EQ, 10-Jun-2019, 14.95, 15.00, 15.00, 14.85, 14.90, 14.90, 14.95, 6300, 0.94, 28, 5115, 81.19
IOB, EQ, 10-Jun-2019, 11.85, 12.10, 12.10, 11.65, 11.65, 11.65, 11.79, 519678, 61.28, 1302, 302771, 58.26
IOC, EQ, 10-Jun-2019, 163.80, 163.40, 163.50, 159.15, 161.15, 160.65, 160.90, 6905925, 11111.72, 36100, 2090734, 30.27
IOLCP, EQ, 10-Jun-2019, 215.85, 217.50, 219.90, 211.40, 212.20, 212.40, 214.23, 197905, 423.97, 2889, 100634, 50.85
IPAPPM, EQ, 10-Jun-2019, 421.60, 420.00, 422.65, 420.00, 420.90, 420.25, 420.19, 117933, 495.54, 3069, 109804, 93.11
IPCALAB, EQ, 10-Jun-2019, 938.55, 944.40, 945.95, 917.00, 930.00, 928.10, 933.58, 131945, 1231.82, 6091, 104480, 79.18
IRB, EQ, 10-Jun-2019, 116.50, 117.30, 119.35, 114.00, 115.50, 115.65, 116.26, 2956376, 3437.03, 19570, 346424, 11.72
IRBINVIT, IV, 10-Jun-2019, 65.66, 65.60, 65.80, 65.40, 65.55, 65.49, 65.58, 270000, 177.07, 44, 250000, 92.59
IRCON, EQ, 10-Jun-2019, 403.20, 403.00, 406.50, 395.00, 396.00, 395.95, 398.83, 31919, 127.30, 1110, 24169, 75.72
IREDA, N5, 10-Jun-2019, 1212.01, 1200.00, 1200.00, 1200.00, 1200.00, 1200.00, 1200.00, 150, 1.80, 2, 150, 100.00
IRFC, N1, 10-Jun-2019, 1102.85, 1101.00, 1101.00, 1097.00, 1098.01, 1098.01, 1099.02, 2850, 31.32, 11, 2750, 96.49
IRFC, NA, 10-Jun-2019, 1197.01, 1354.00, 1354.00, 1194.01, 1194.01, 1194.01, 1196.12, 76, 0.91, 2, 75, 98.68
IRFC, NE, 10-Jun-2019, 1222.00, 1224.00, 1224.00, 1224.00, 1224.00, 1224.00, 1224.00, 75, 0.92, 1, 75, 100.00
IRFC, NI, 10-Jun-2019, 1090.00, 1090.00, 1099.99, 1090.00, 1099.99, 1099.99, 1092.57, 111, 1.21, 6, 110, 99.10
IRFC, NJ, 10-Jun-2019, 1152.95, 1135.00, 1152.44, 1135.00, 1152.44, 1152.44, 1143.72, 2, 0.02, 2, 1, 50.00
IRFC, NK, 10-Jun-2019, 1169.64, 1168.00, 1170.00, 1168.00, 1170.00, 1170.00, 1169.70, 101, 1.18, 5, 101, 100.00
IRFC, NN, 10-Jun-2019, 1084.61, 1092.60, 1099.00, 1092.60, 1099.00, 1099.00, 1095.80, 2, 0.02, 2, 1, 50.00
IRFC, NO, 10-Jun-2019, 1153.15, 1159.90, 1159.90, 1153.60, 1153.60, 1153.60, 1154.65, 30, 0.35, 2, 25, 83.33
ISEC, EQ, 10-Jun-2019, 232.15, 231.00, 235.70, 227.10, 228.70, 229.75, 231.84, 262121, 607.69, 6351, 195742, 74.68
ISFT, BE, 10-Jun-2019, 126.40, 120.15, 128.45, 120.15, 121.00, 121.00, 121.27, 2742, 3.33, 31, -, -
ISMTLTD, EQ, 10-Jun-2019, 6.45, 6.45, 6.85, 6.20, 6.35, 6.20, 6.33, 16083, 1.02, 59, 12784, 79.49
ITC, EQ, 10-Jun-2019, 275.25, 278.30, 280.55, 276.90, 280.15, 279.40, 278.72, 8615348, 24012.82, 92097, 4923153, 57.14
ITDC, EQ, 10-Jun-2019, 272.70, 274.90, 276.20, 269.05, 270.50, 269.90, 272.36, 12367, 33.68, 418, 6930, 56.04
ITDCEM, EQ, 10-Jun-2019, 112.85, 113.65, 113.90, 110.60, 110.75, 110.85, 112.05, 36905, 41.35, 832, 25179, 68.23
ITI, EQ, 10-Jun-2019, 92.05, 92.35, 94.00, 89.30, 93.50, 92.90, 91.88, 624647, 573.90, 5359, 225785, 36.15
IVC, EQ, 10-Jun-2019, 5.10, 5.35, 5.35, 5.25, 5.35, 5.35, 5.35, 124600, 6.67, 120, 84546, 67.85
IVP, BE, 10-Jun-2019, 90.40, 88.10, 94.90, 88.00, 94.80, 94.80, 94.22, 684, 0.64, 20, -, -
IVRCLINFRA, BE, 10-Jun-2019, 0.95, 0.90, 0.90, 0.90, 0.90, 0.90, 0.90, 337932, 3.04, 91, -, -
IVZINGOLD, EQ, 10-Jun-2019, 2960.00, 2960.00, 3350.00, 2955.05, 2979.95, 2979.95, 3041.25, 32, 0.97, 15, 24, 75.00
IVZINNIFTY, EQ, 10-Jun-2019, 1279.05, 1278.60, 1278.60, 1278.60, 1278.60, 1278.60, 1278.60, 6, 0.08, 2, 6, 100.00
IZMO, EQ, 10-Jun-2019, 52.35, 52.95, 53.70, 52.00, 52.80, 52.05, 52.48, 5993, 3.14, 66, 3747, 62.52
J&KBANK, EQ, 10-Jun-2019, 59.40, 49.10, 52.90, 47.55, 51.85, 52.05, 50.07, 8967269, 4490.29, 35862, 2599475, 28.99
JAGRAN, EQ, 10-Jun-2019, 114.30, 115.20, 116.60, 112.40, 113.25, 112.80, 114.11, 41521, 47.38, 1256, 22084, 53.19
JAGSNPHARM, EQ, 10-Jun-2019, 28.65, 27.80, 29.95, 27.80, 28.20, 28.50, 28.72, 16072, 4.62, 110, 15269, 95.00
JAIBALAJI, BE, 10-Jun-2019, 30.15, 29.10, 31.00, 29.10, 29.55, 29.55, 29.45, 2913, 0.86, 13, -, -
JAICORPLTD, EQ, 10-Jun-2019, 113.90, 114.75, 115.65, 110.50, 110.75, 111.35, 112.95, 464055, 524.15, 4842, 166281, 35.83
JAIHINDPRO, BE, 10-Jun-2019, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 1, 0.00, 1, -, -
JAINSTUDIO, BZ, 10-Jun-2019, 2.95, 2.85, 2.85, 2.85, 2.85, 2.85, 2.85, 1330, 0.04, 5, -, -
JALAN, SM, 10-Jun-2019, 7.05, 6.70, 6.70, 6.70, 6.70, 6.70, 6.70, 3000, 0.20, 1, 3000, 100.00
JAMNAAUTO, EQ, 10-Jun-2019, 56.65, 57.10, 57.65, 54.00, 54.90, 54.95, 55.75, 274063, 152.79, 2935, 161490, 58.92
JASH, SM, 10-Jun-2019, 129.00, 123.25, 124.50, 123.25, 124.20, 124.35, 123.69, 6000, 7.42, 5, 3600, 60.00
JAYAGROGN, EQ, 10-Jun-2019, 196.00, 195.05, 197.65, 193.10, 193.10, 194.60, 195.28, 3430, 6.70, 168, 2392, 69.74
JAYBARMARU, EQ, 10-Jun-2019, 229.00, 232.00, 233.00, 225.25, 226.95, 227.65, 226.47, 50309, 113.94, 391, 46982, 93.39
JAYNECOIND, BE, 10-Jun-2019, 4.60, 4.60, 4.70, 4.45, 4.50, 4.50, 4.55, 17413, 0.79, 30, -, -
JAYSREETEA, EQ, 10-Jun-2019, 56.90, 57.30, 58.30, 55.20, 56.00, 55.85, 56.34, 38703, 21.81, 538, 26792, 69.22
JBCHEPHARM, EQ, 10-Jun-2019, 372.60, 374.40, 381.65, 368.15, 370.20, 370.45, 373.43, 27494, 102.67, 1845, 18770, 68.27
JBFIND, EQ, 10-Jun-2019, 17.55, 17.30, 17.50, 16.50, 16.70, 16.85, 17.02, 24975, 4.25, 113, 19762, 79.13
JBMA, EQ, 10-Jun-2019, 253.85, 256.70, 259.00, 247.00, 249.00, 249.20, 252.58, 9101, 22.99, 415, 5278, 57.99
JCHAC, EQ, 10-Jun-2019, 1817.05, 1786.10, 1848.50, 1783.00, 1823.70, 1804.55, 1801.50, 2205, 39.72, 262, 1325, 60.09
JETAIRWAYS, EQ, 10-Jun-2019, 125.45, 123.50, 129.80, 114.10, 123.65, 124.80, 123.15, 18375568, 22629.81, 169362, 693262, 3.77
JETKNIT, SM, 10-Jun-2019, 28.60, 27.25, 27.25, 27.25, 27.25, 27.25, 27.25, 1500, 0.41, 1, 1500, 100.00
JHS, EQ, 10-Jun-2019, 20.75, 20.75, 21.60, 20.10, 20.30, 20.45, 20.80, 42430, 8.83, 364, 25126, 59.22
JIKIND, BE, 10-Jun-2019, 0.90, 0.90, 0.95, 0.85, 0.85, 0.85, 0.88, 105736, 0.93, 162, -, -
JINDALPHOT, EQ, 10-Jun-2019, 18.70, 18.60, 19.50, 17.25, 19.10, 19.05, 18.60, 2300, 0.43, 50, 1805, 78.48
JINDALPOLY, EQ, 10-Jun-2019, 239.25, 241.10, 241.10, 232.00, 232.95, 233.55, 235.86, 7892, 18.61, 434, 3930, 49.80
